filter_num	units	auroc_on_CV	mean_auroc_on_CV
32	256	[0.6427526, 0.6325037, 0.64662755, 0.6422287, 0.6451613]	0.6418547630310059
32	512	[0.6383602, 0.61786234, 0.65102637, 0.6334311, 0.6319648]	0.6345289349555969
32	1024	[0.63543195, 0.63103956, 0.65102637, 0.6319648, 0.6304985]	0.6359922289848328
64	256	[0.61786234, 0.63103956, 0.6480938, 0.6334311, 0.63489735]	0.633064866065979
64	512	[0.6193265, 0.63543195, 0.6480938, 0.62316716, 0.6363636]	0.6324766278266907
64	1024	[0.6266472, 0.62957543, 0.6686217, 0.6334311, 0.6319648]	0.638047993183136
128	256	[0.62371886, 0.51098096, 0.65102637, 0.6217009, 0.6495601]	0.6113974452018738
128	512	[0.6383602, 0.6105417, 0.65249264, 0.643695, 0.6334311]	0.6357041597366333
128	1024	[0.6427526, 0.6105417, 0.670088, 0.6378299, 0.5601173]	0.6242658495903015
